period,msn,seriesDescription,value,unit
2019,BDTCEUS,Biodiesel CO2 Emissions in Million Metric Tons of Carbon Dioxide,17.08,Million Metric Tons of Carbon Dioxide
2019,BDTCBUS,Biodiesel Consumption in Trillion Btu,231.31,Trillion Btu
2019,BDSCPUS,Biodiesel Stock Change in Thousand Barrels,-755.596,Thousand Barrels
2019,BDPSPUS,"Biodiesel Stocks, End of Period in Thousand Barrels",3906.621,Thousand Barrels
2019,BDPRPUS,Biodiesel Production in Thousand Barrels,41059.68,Thousand Barrels
2019,BDPRMUS,Biodiesel Production in Million Gallons,1724.507,Million Gallons
2019,BDPRBUS,Biodiesel Production in Trillion Btu,220.039,Trillion Btu
2019,BDNIPUS,Biodiesel Net Imports in Thousand Barrels,1347.643,Thousand Barrels
2019,BDLCBUS,Biodiesel Losses and Co-products in Trillion Btu,3.038,Trillion Btu
2019,BDIMPUS,Biodiesel Imports in Thousand Barrels,4078,Thousand Barrels
2019,BDFDBUS,Biodiesel Feedstock in Trillion Btu,223.077,Trillion Btu
2019,BDEXPUS,Biodiesel Exports in Thousand Barrels,2730.357,Thousand Barrels
2019,BDACBUS,Biodiesel Consumed by the Transportation Sector in Trillion Btu,231.31,Trillion Btu
2019,B1TCPUS,Renewable Diesel Fuel Consumption in Thousand Barrels,18093.559,Thousand Barrels
2019,B1TCMUS,Renewable Diesel Fuel Consumption in Million Gallons,759.929,Million Gallons
2019,B1TCBUS,Renewable Diesel Fuel Consumption in Trillion Btu,99.406,Trillion Btu
2019,B1SCPUS,Renewable Diesel Fuel Stock Change in Thousand Barrels,-236,Thousand Barrels
2019,B1PSPUS,Renewable Diesel Fuel Stocks in Thousand Barrels,1491,Thousand Barrels
2019,B1PRPUS,Renewable Diesel Fuel Production in Thousand Barrels,11714.559,Thousand Barrels
2019,B1PRMUS,Renewable Diesel Fuel Production in Million Gallons,492.011,Million Gallons
2019,B1PRBUS,Renewable Diesel Fuel Production in Trillion Btu,64.36,Trillion Btu
2019,B1NIPUS,Renewable Diesel Fuels Net Imports in Thousand Barrels,6143,Thousand Barrels
2019,B1LCBUS,Renewable Diesel Fuel Losses and Co-products in Trillion Btu,Not Available,Trillion Btu
2019,B1IMPUS,Renewable Diesel Fuel Imports in Thousand Barrels,6143,Thousand Barrels
2019,B1FDBUS,Renewable Diesel Fuel Feedstock in Trillion Btu,Not Available,Trillion Btu
2019,B1EXPUS,Renewable Diesel Fuel Exports in Thousand Barrels,Not Available,Thousand Barrels
2019,B1ACBUS,Renewable Diesel Fuel Consumed by the Transportation Sector  in Trillion Btu,99.406,Trillion Btu
2019,AVWHUUS,Average Refiner Price of Finished Aviation Gasoline for Resale in Dollars per Gallon Excluding Taxes,2.842,Dollars per Gallon Excluding Taxes
2019,AVTCUUS,Average Refiner Price of Finished Aviation Gasoline to End Users in Dollars per Gallon Excluding Taxes,Withheld,Dollars per Gallon Excluding Taxes
2019,AVTCPUS,Aviation Gasoline Product Supplied in Thousand Barrels per Day,12.693,Thousand Barrels per Day
2019,AVTCEUS,Aviation Gasoline CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.617,Million Metric Tons of Carbon Dioxide
2019,AVTCBUS,Aviation Gasoline Product Supplied in Trillion Btu,23.387,Trillion Btu
2019,AVGVBUS,U.S. Government Aviation Gasoline Consumption in Trillion Btu,.3,Trillion Btu
2019,AVACPUS,Aviation Gasoline Consumed by the Transportation Sector in Thousand Barrels per Day,12.693,Thousand Barrels per Day
2019,AVACEUS,Aviation Gasoline Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.617,Million Metric Tons of Carbon Dioxide
2019,AVACBUS,Aviation Gasoline Consumed by the Transportation Sector in Trillion Btu,23.387,Trillion Btu
2019,ARTCPUS,Asphalt and Road Oil Product Supplied in Thousand Barrels per Day,348.404,Thousand Barrels per Day
2019,ARTCBUS,Asphalt and Road Oil Product Supplied in Trillion Btu,843.883,Trillion Btu
2019,ARNFPUS,Asphalt & Road Oil Non-Combustion Consumption in Thousand Barrels per Day,348.404,Thousand Barrels per Day
2019,ARNFBUS,Asphalt & Road Oil Non-Combustion Consumption in Quadrillion Btu,.843883,Quadrillion Btu
2019,ARICPUS,Asphalt and Road Oil Consumed by the Industrial Sector in Thousand Barrels per Day,348.404,Thousand Barrels per Day
2019,ARICBUS,Asphalt and Road Oil Consumed by the Industrial Sector in Trillion Btu,843.883,Trillion Btu
2018,AFGVBUS,U.S. Government Other Mobility Fuels Consumption in Trillion Btu,2.6,Trillion Btu
2018,ARICBUS,Asphalt and Road Oil Consumed by the Industrial Sector in Trillion Btu,792.763,Trillion Btu
2018,ARICPUS,Asphalt and Road Oil Consumed by the Industrial Sector in Thousand Barrels per Day,327.298,Thousand Barrels per Day
2018,ARNFBUS,Asphalt & Road Oil Non-Combustion Consumption in Quadrillion Btu,.792763,Quadrillion Btu
2018,ARNFPUS,Asphalt & Road Oil Non-Combustion Consumption in Thousand Barrels per Day,327.298,Thousand Barrels per Day
2018,ARTCBUS,Asphalt and Road Oil Product Supplied in Trillion Btu,792.763,Trillion Btu
2018,ARTCPUS,Asphalt and Road Oil Product Supplied in Thousand Barrels per Day,327.298,Thousand Barrels per Day
2018,AVACBUS,Aviation Gasoline Consumed by the Transportation Sector in Trillion Btu,22.393,Trillion Btu
2018,AVACEUS,Aviation Gasoline Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.549,Million Metric Tons of Carbon Dioxide
2018,AVACPUS,Aviation Gasoline Consumed by the Transportation Sector in Thousand Barrels per Day,12.153,Thousand Barrels per Day
2018,AVGVBUS,U.S. Government Aviation Gasoline Consumption in Trillion Btu,.3,Trillion Btu
2018,AVTCBUS,Aviation Gasoline Product Supplied in Trillion Btu,22.393,Trillion Btu
2018,AVTCEUS,Aviation Gasoline CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.549,Million Metric Tons of Carbon Dioxide
2018,AVTCPUS,Aviation Gasoline Product Supplied in Thousand Barrels per Day,12.153,Thousand Barrels per Day
2018,AVTCUUS,Average Refiner Price of Finished Aviation Gasoline to End Users in Dollars per Gallon Excluding Taxes,Withheld,Dollars per Gallon Excluding Taxes
2018,AVWHUUS,Average Refiner Price of Finished Aviation Gasoline for Resale in Dollars per Gallon Excluding Taxes,3.006,Dollars per Gallon Excluding Taxes
2018,B1ACBUS,Renewable Diesel Fuel Consumed by the Transportation Sector  in Trillion Btu,57.266,Trillion Btu
2018,B1EXPUS,Renewable Diesel Fuel Exports in Thousand Barrels,Not Available,Thousand Barrels
2018,B1FDBUS,Renewable Diesel Fuel Feedstock in Trillion Btu,Not Available,Trillion Btu
2018,B1IMPUS,Renewable Diesel Fuel Imports in Thousand Barrels,4124,Thousand Barrels
2018,B1LCBUS,Renewable Diesel Fuel Losses and Co-products in Trillion Btu,Not Available,Trillion Btu
2018,B1NIPUS,Renewable Diesel Fuels Net Imports in Thousand Barrels,4124,Thousand Barrels
2018,B1PRBUS,Renewable Diesel Fuel Production in Trillion Btu,39.96,Trillion Btu
2018,B1PRMUS,Renewable Diesel Fuel Production in Million Gallons,305.484,Million Gallons
2018,B1PRPUS,Renewable Diesel Fuel Production in Thousand Barrels,7273.439,Thousand Barrels
2018,B1PSPUS,Renewable Diesel Fuel Stocks in Thousand Barrels,1727,Thousand Barrels
2018,B1SCPUS,Renewable Diesel Fuel Stock Change in Thousand Barrels,974,Thousand Barrels
2018,B1TCBUS,Renewable Diesel Fuel Consumption in Trillion Btu,57.266,Trillion Btu
2018,B1TCMUS,Renewable Diesel Fuel Consumption in Million Gallons,437.784,Million Gallons
2018,B1TCPUS,Renewable Diesel Fuel Consumption in Thousand Barrels,10423.439,Thousand Barrels
2018,BDACBUS,Biodiesel Consumed by the Transportation Sector in Trillion Btu,242.904,Trillion Btu
2018,BDEXPUS,Biodiesel Exports in Thousand Barrels,2470.295,Thousand Barrels
2018,BDFDBUS,Biodiesel Feedstock in Trillion Btu,240.257,Trillion Btu
2018,BDIMPUS,Biodiesel Imports in Thousand Barrels,3969,Thousand Barrels
2018,BDLCBUS,Biodiesel Losses and Co-products in Trillion Btu,3.272,Trillion Btu
2018,BDNIPUS,Biodiesel Net Imports in Thousand Barrels,1498.705,Thousand Barrels
2018,BDPRBUS,Biodiesel Production in Trillion Btu,236.985,Trillion Btu
2018,BDPRMUS,Biodiesel Production in Million Gallons,1857.319,Million Gallons
2018,BDPRPUS,Biodiesel Production in Thousand Barrels,44221.87,Thousand Barrels
2018,BDPSPUS,"Biodiesel Stocks, End of Period in Thousand Barrels",4662.217,Thousand Barrels
2018,BDSCPUS,Biodiesel Stock Change in Thousand Barrels,394.266,Thousand Barrels
2018,BDTCBUS,Biodiesel Consumption in Trillion Btu,242.904,Trillion Btu
2018,BDTCEUS,Biodiesel CO2 Emissions in Million Metric Tons of Carbon Dioxide,17.936,Million Metric Tons of Carbon Dioxide
2018,BDTCMUS,Biodiesel Consumption in Million Gallons,1903.705,Million Gallons
2018,BDTCPUS,Biodiesel Consumption in Thousand Barrels,45326.309,Thousand Barrels
2018,BFIMBUS,Biomass Imports in Trillion Btu,48.437,Trillion Btu
2018,BFLCBUS,Biomass Losses and Co-products in the Industrial Sector in Trillion Btu,855.234,Trillion Btu
2018,BFPRBUS,Biofuels Production in Trillion Btu,2470.746,Trillion Btu
2018,BFTCBUS,Biofuels Consumption in Trillion Btu,2355.17,Trillion Btu
2018,BMACBUS,Total Biomass Energy Consumed by the Transportation Sector in Trillion Btu,1455.725,Trillion Btu
2018,BMACEUS,Biomass Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,96.808,Million Metric Tons of Carbon Dioxide
2018,BMC9SUS,"Biomass Commercial Sector Generating Units, Capacity Factor in Percent",50.1,Percent
2018,BMCASUS,"Biomass Generating Units, Capacity Factor in Percent",61.1,Percent
2018,BMCCBUS,Total Biomass Energy Consumed by the Commercial Sector in Trillion Btu,146.405,Trillion Btu
2018,BMCCEUS,Biomass Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,12.941,Million Metric Tons of Carbon Dioxide
2018,BMEIBUS,Total Biomass Energy Consumed by the Electric Power Sector in Trillion Btu,496.085,Trillion Btu
2018,BMEIEUS,Biomass Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,45.68,Million Metric Tons of Carbon Dioxide
2018,BMEXBUS,Biomass Exports in Quadrillion Btu,.249161,Quadrillion Btu
2018,BMI9SUS,"Biomass Industrial Sector Generating Units, Capacity Factor in Percent",63.6,Percent
2018,BMICBUS,Total Biomass Energy Consumed by the Industrial Sector in Trillion Btu,2471.371,Trillion Btu
2018,BMICEUS,Biomass Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,150.606,Million Metric Tons of Carbon Dioxide
2018,BML9SUS,"Biomass Electric Power Sector Generating Units, Capacity Factor in Percent",60.2,Percent
2018,BMNIBUS,Biomass Net Imports in Quadrillion Btu,-.200724,Quadrillion Btu
2018,BMPRBUS,Total Biomass Energy Production in Trillion Btu,5305.652,Trillion Btu
2018,BMRCBUS,Biomass Energy Consumed by the Residential Sector in Trillion Btu,526.433,Trillion Btu
2018,BMRCEUS,Biomass Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,49.379,Million Metric Tons of Carbon Dioxide
2018,BMTCBUS,Total Biomass Energy Consumption in Trillion Btu,5096.018,Trillion Btu
2018,BMTCEUS,Biomass CO2 Emissions in Million Metric Tons of Carbon Dioxide,355.414,Million Metric Tons of Carbon Dioxide
2018,BOACBUS,Other Biofuels Consumed by the Transportation Sector  in Trillion Btu,3.135,Trillion Btu
2018,BOEXPUS,Other Biofuels Exports in Thousand Barrels,Not Available,Thousand Barrels
2018,BOFDBUS,Other Biofuels Feedstock in Trillion Btu,Not Available,Trillion Btu
2018,BOIMPUS,Other Biofuels Imports in Thousand Barrels,No Data Reported,Thousand Barrels
2018,BOLCBUS,Other Biofuels Losses and Co-products in Trillion Btu,Not Available,Trillion Btu
2018,BONIPUS,Other Biofuels Net Imports in Thousand Barrels,No Data Reported,Thousand Barrels
2018,BOPRBUS,Other Biofuels Production in Trillion Btu,3.274,Trillion Btu
2018,BOPRMUS,Other Biofuels Production in Million Gallons,25.66,Million Gallons
2018,BOPRPUS,Other Biofuels Production in Thousand Barrels,610.959,Thousand Barrels
2018,BOPSPUS,Other Biofuels Stocks in Thousand Barrels,54,Thousand Barrels
2018,BOSCPUS,Other Biofuels Stock Change in Thousand Barrels,26,Thousand Barrels
2018,BOTCBUS,Other Biofuels Consumption in Trillion Btu,3.135,Trillion Btu
2018,BOTCMUS,Other Biofuels Consumption in Million Gallons,24.568,Million Gallons
2018,BOTCPUS,Other Biofuels Consumption in Thousand Barrels,584.959,Thousand Barrels
2018,BTC9PUS,"Battery Storage Commercial Sector, Net Summer Capacity in Million Kilowatts",.003,Million Kilowatts
2018,BTC9SUS,"Battery Storage Commercial Sector Generating Units, Usage Factor in Percent",5.2,Percent
2018,BTCASUS,"Battery Storage Generating Units, Usage Factor in Percent",5.2,Percent
2018,BTGBPUS,"Battery Storage, Net Summer Capacity in Million Kilowatts",.852,Million Kilowatts
2018,BTI9PUS,"Battery Storage Industrial Sector, Net Summer Capacity in Million Kilowatts",.002,Million Kilowatts
2018,BTI9SUS,"Battery Storage Industrial Sector Generating Units, Usage Factor in Percent",.8,Percent
2018,BTL9PUS,"Battery Storage Electric Power Sector, Net Summer Capacity in Million Kilowatts",.848,Million Kilowatts
2018,BTL9SUS,"Battery Storage Electric Power Sector Generating Units, Usage Factor in Percent",5.3,Percent
2018,BTMIRUS,Battery Electric Light-Duty Vehicles in Miles per Vehicle,5594,Miles per Vehicle
2018,BTVHNUS,Battery Electric Light-Duty Vehicles in Thousands of Registered Vehicles,572.996,Thousands of Registered Vehicles
2018,CCEXBUS,Coal Coke Exports in Trillion Btu,28.549,Trillion Btu
2018,CCIEKUS,Coal Coke Imports and Exports Heat Content in Million Btu per Short Ton,24.8,Million Btu per Short Ton
2018,CCIMBUS,Coal Coke Imports in Trillion Btu,2.895,Trillion Btu
2018,CCNIBUS,Coal Coke Net Imports in Quadrillion Btu,-.025654,Quadrillion Btu
2018,CCNIEUS,Coal Coke Net Imports CO2 Emissions in Million Metric Tons of Carbon Dioxide,-2.916,Million Metric Tons of Carbon Dioxide
2018,CDEGRUS,Total Energy CO2 Emissions per Real Dollar of GDP in Metric Tons Carbon Dioxide per Million Chained (2017) Dollars,261,Metric Tons Carbon Dioxide per Million Chained (2017) Dollars
2018,CDTPRUS,Total Energy CO2 Emissions per Capita in Metric Tons Carbon Dioxide,16.2,Metric Tons Carbon Dioxide
2018,CKTCEUS,"Coal, Including Coal Coke Net Imports, CO2 Emissions in Million Metric Tons of Carbon Dioxide",1262.555,Million Metric Tons of Carbon Dioxide
2018,CLACBUS,Coal Consumed by the Transportation Sector in Trillion Btu,0,Trillion Btu
2018,CLACEUS,Coal Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0,Million Metric Tons of Carbon Dioxide
2018,CLACPUS,Coal Consumed by the Transportation Sector in Thousand Short Tons,0,Thousand Short Tons
2018,CLC1PUS,"Coal Consumption for Electricity Generation, Commercial Sector in Thousand Short Tons",86.9,Thousand Short Tons
2018,CLC3PUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Thousand Short Tons",576.558,Thousand Short Tons
2018,CLC4PUS,"Coal Consumed by the Commercial Sector, Other in Thousand Short Tons",395.017,Thousand Short Tons
2018,CLC5PUS,"Electricity Net Generation From Coal, Commercial Sector in Million Kilowatthours",302.87,Million Kilowatthours
2018,CLC9PUS,"Coal Commercial Sector, Net Summer Capacity in Million Kilowatts",.144,Million Kilowatts
2018,CLC9SUS,"Coal Commercial Sector Generating Units, Capacity Factor in Percent",31.4,Percent
2018,CLCASUS,"Coal Generating Units, Capacity Factor in Percent",53.6,Percent
2018,CLCCBUS,Coal Consumed by the Commercial Sector in Trillion Btu,18.721,Trillion Btu
2018,CLCCEUS,Coal Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.791,Million Metric Tons of Carbon Dioxide
2018,CLCCPUS,"Coal Consumed by the Commercial Sector, Total in Thousand Short Tons",971.575,Thousand Short Tons
2018,CLECPUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Short Tons",650026.61,Thousand Short Tons
2018,CLEGPUS,"Electricity Net Generation From Coal, Electric Power Sector in Million Kilowatthours",1142173.011,Million Kilowatthours
2018,CLEIBUS,Coal Consumed by the Electric Power Sector in Trillion Btu,12052.957,Trillion Btu
2018,CLEIEUS,Coal Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,1153.026,Million Metric Tons of Carbon Dioxide
2018,CLEIKUS,"Coal Consumption, Electric Power Sector Heat Content in Million Btu per Short Ton",18.915,Million Btu per Short Ton
2018,CLEIPUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Short Tons",637216.87,Thousand Short Tons
2018,CLEKPUS,"Coal Stocks, Electric Power Sector, End of Period in Thousand Short Tons",102792.854,Thousand Short Tons
2018,CLEPPUS,"Coal Consumption for Electricity Generation, All Sectors in Thousand Short Tons",636213.44,Thousand Short Tons
2018,CLERDUS,"Average Cost of Coal Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",2.06,"Dollars per Million Btu, Including Taxes"
2018,CLETKUS,Approximate Coal Heat Rate in Btu per Kilowatthour,10481,Btu per Kilowatthour
2018,CLETPUS,"Electricity Net Generation From Coal, All Sectors in Million Kilowatthours",1149487.339,Million Kilowatthours
2018,CLEXBUS,Coal Exports in Trillion Btu,2824.033,Trillion Btu
2018,CLEXKUS,Coal Exports Heat Content in Million Btu per Short Ton,24.294,Million Btu per Short Ton
2018,CLEXPUS,Coal Exports in Thousand Short Tons,116244.072,Thousand Short Tons
2018,CLGBPUS,"Coal, Net Summer Capacity  in Million Kilowatts",242.786,Million Kilowatts
2018,CLGVBUS,U.S. Government Coal Consumption in Trillion Btu,6.2,Trillion Btu
2018,CLHCKUS,"Coal Consumption, Residential and Commercial Sectors Heat Content in Million Btu per Short Ton",19.269,Million Btu per Short Ton
2018,CLI1PUS,"Coal Consumption for Electricity Generation, Industrial Sector in Thousand Short Tons",2533.593,Thousand Short Tons
2018,CLI3PUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Thousand Short Tons",12233.182,Thousand Short Tons
